author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Harald Nicolai,Entwicklung eines Verfahrens zur Nutzenbewertung von PPS-Systemen auf der Basis der Theorie unscharfer Mengen.,"RWTH Aachen University, Germany",1995,1-159,https://d-nb.info/946616655,Verlag der Augustinus-Buchhandlung,,,,,,,,,,,,,978-3-86073-248-9,,,
Stephan Albers,Zeitabhängiger Ersatzprozess als Modell für die Fehlerhäufigkeit bei menschlicher Tätigkeit: e. Beitr. zur quantitativen Beschreibung d. Zuverlässigkeit in Mensch-Maschine-Systemen.,"University of Hanover, Hannover, Germany",1987,1-183,https://d-nb.info/880683368,,,,,,,,,,,,,,,,,
Thomas Zachmann,DSL - eine Sprache zur Spezifikation und Implementation von Dialogen.,"University of Hamburg, Germany",1988,1-171,"https://d-nb.info/891298363, https://d-nb.info/891475966",,,,,,,,,,,,,,978-3-925632-08-2,,,
Axel Kollatschny,Schadensersatzansprüche bei Verletzung des Arbeitnehmerpersönlichkeitsrechts durch Einsatz computergestützter Personaldatenbanken.,"University of Hanover, Hannover, Germany",1982,1-339,https://d-nb.info/821046942,,,,,,,,,,,,,,,,,
Leo Pfefferer,Objektzentrierte Visualisierung mehrdimensionaler Daten als Erweiterung konventioneller Datenbankmodelle.,"Technical University of Munich, Germany",1996,1-171,https://d-nb.info/947005811,Utz,,,,,,,,,,,,,3-931327-51-5,,,
Akil Saeed Thabet,Fehleranalyse und digitale Signalgenerierung für die computergestützte Frequenzgangmessung nachrichtentechnischer Baugruppen.,"Hochschule für Verkehrswesen, Dresden, Germany",1987,,https://d-nb.info/880534052,,,,,,,,,,,,,,,,,
Helge Parzyjegla,Engineering publish/subscribe systems and event-driven applications.,University of Rostock,2012,1-221,https://d-nb.info/1047733838,,,,,,,,,,,,,,,,,
Florian Leitner-Fischer,Causality Checking of Safety-Critical Software and Systems.,"University of Konstanz, Germany",2015,,"http://kops.uni-konstanz.de/handle/123456789/30778, https://nbn-resolving.org/urn:nbn:de:bsz:352-0-286535, https://d-nb.info/1101947330",,,,,,,,,,,,,,,,,
Andreas Cramer,"Messung, Modellierung und Bewertung von verteilten, multimedialen Systemen.","University of Erlangen-Nuremberg, Germany",2000,1-218,https://d-nb.info/959670610,Der Andere Verlag,,,,,,,,,,,,,978-3-934366-79-4,,,
Andrean Goede,Globale Optimierung: Verfahrensvergleiche und Fehlerabschätzungen.,"Humboldt University of Berlin, Unter den Linden, Germany",1988,,https://d-nb.info/891728384,,,,,,,,,,,,,,,,,
Philipp Wendler,Towards Practical Predicate Analysis.,"University of Passau, Germany",2017,,"https://opus4.kobv.de/opus4-uni-passau/frontdoor/index/index/docId/509, https://nbn-resolving.org/urn:nbn:de:bvb:739-opus4-5098, https://d-nb.info/1147638748",,,,,,,,,,,,,,,,,
Frank Hoffmann 0001,Entwurf von Fuzzy-Reglern mit genetischen Algorithmen.,University of Kiel,1997,1-161,https://d-nb.info/949301647,Dt. Univ.-Verlag,,,,,,,,,,,,,3-8244-2079-1,,,
Clemens Mann,Entwicklung eines CAD-Modells mit integriertem Optimierungsansatz für die kurzfristige Abbauplanung als Teil eines Gesamtsystems für die Planung von Festgesteinstagebauen.,"Technical University of Berlin, Germany",1993,,https://d-nb.info/931850738,,,,,,,,,,,,,,,,,
Andreas Schumann,Beiträge zur rechnergestützten Modellbildung dynamischer Prozesse.,"Darmstadt University of Technology, Germany",1992,1-131,https://d-nb.info/931895790,VDI-Verlag,,,,,,,,,,,,,978-3-18-140408-9,,,
Peter Haas 0002,Zustands- und Parameterschätzung in ökonometrischen Modellen mit Hilfe von linearen Filter-Methoden.,"Karlsruhe Institute of Technology, Germany",1983,1-197,https://d-nb.info/830980601,"Verlagsgruppe Athenäum, Hain, Hanstein",,,,,,,,,,,,,978-3-445-02291-2,,,
Kathrin Stucke,Planning and analysis of two- and three-arm non-inferiority trials.,Heidelberg University,2013,,https://d-nb.info/1053828780,,,,,,,,,,,,,,,,,
Wolfgang Schärtl,Bildverarbeitung und Computersimulation zum Studium der Dynamik von mikroskopischen Modellkolloiden in dünnen Suspensionsschichten.,"University of Mainz, Germany",1992,,https://d-nb.info/930372042,,,,,,,,,,,,,,,,,
Peter Schäfer,Echtzeitsimulation aktiver Mehrkörpersysteme auf Transputernetzen.,"University of Stuttgart, Germany",1994,1-147,https://d-nb.info/940930625,VDI-Verlag,,,,,,,,,,,,,978-3-18-320211-9,,,
Hans-Dieter Burkhard,Untersuchung von Steuerproblemen nebenläufiger Systeme auf der Basis abstrakter Steuersprachen.,"Humboldt University of Berlin, Unter den Linden, Germany",1985,1-153,https://d-nb.info/850896363,,,,,,,,,,,,,,,,,
Karoline Simonitsch,Mobile Business: Geschäftsmodelle und Kooperationen.,"Graz University of Technology, Austria",2003,1-249,https://d-nb.info/968761291,Eul,,,,,,,,,,,,,978-3-89936-140-7,,,
Alexander Geyer,Inline-Charakterisierung von Kunststoffen im Spritzgießprozess und ihre Potentiale im Kontext selbstlernender Maschinen.,"University of Stuttgart, Germany",2020,1-129,https://d-nb.info/1226251986,Institut für Kunststofftechnik,,,,,,,,,,,,,,,,
Paul Gromball,Dynamik und Strategie in ökonomischen Konfliktsituationen.,"Karlsruhe Institute of Technology, Germany",1982,1-92,https://d-nb.info/830939938,,,,,,,,,,,,,,,,,
Peter Mertinatsch,Messungen der Leistungsfähigkeit des Multiprozessorsystems einer Datenbankmaschine.,"Braunschweig University of Technology, Germany",1988,1-172,https://d-nb.info/890566488,,,,,,,,,,,,,,,,,
Knut Glockmann,Wissensaufbereitung für ein Diagnosesystem bei flexiblen Fertigungseinrichtungen.,"Technische Hochschule Magdeburg, Germany",1992,,https://d-nb.info/921508530,,,,,,,,,,,,,,,,,
Sebastian Ritz,Zielgerichtete Softwaresynthese für den Entwurf von datenfluss-orientierten Signalverarbeitungssystemen.,"RWTH Aachen University, Germany",1994,1-126,https://d-nb.info/940691353,Mainz,,,,,,,,,,,,,978-3-930085-39-2,,,
Gisbert Blümel,Die rechnerinterne Darstellung von Mikroskopen.,"Technische Hochschule Ilmenau, Germany",1991,,https://d-nb.info/910985499,,,,,,,,,,,,,,,,,
Hans-Günther Linde-Göers,Compositional partial order semantics of Petri boxes.,"University of Hildesheim, Germany",1994,1-190,https://d-nb.info/941995488,Shaker,,,,,,,,,,,,,978-3-8265-0187-6,,,
Johannes Leupolz,Probabilistic Safety Analysis of Executable Models.,"University of Augsburg, Germany",2018,,"https://opus.bibliothek.uni-augsburg.de/opus4/frontdoor/index/index/docId/38685, https://nbn-resolving.org/urn:nbn:de:bvb:384-opus4-386857, https://d-nb.info/1163534919",,,,,,,,,,,,,,,,,
Walentin Heft,Interaktive und nutzerzentrierte Visualisierung von ergonomischen Daten für die intuitive Evaluierung komplexer Arbeitsprozesse.,"Chemnitz University of Technology, Germany",2019,,"https://nbn-resolving.org/urn:nbn:de:bsz:ch1-qucosa2-333223, https://d-nb.info/1215909586",,,,,,,,,,,,,,,,,
Rolf Hager,Management of traffic information networks.,"RWTH Aachen University, Germany",1994,1-167,https://d-nb.info/941601080,Mainz,,,,,,,,,,,,,978-3-930085-71-2,,,
Tom Schaul,Studies in Continuous Black-box Optimization.,Technical University Munich,2011,,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20110824-1078065-1-2, https://d-nb.info/1015029930",,,,,,,,,,,,,,,,,
Matthias Boldt,Visualisierungsmethoden für Freiformflächen.,"University of Rostock, Germany",1994,,https://d-nb.info/942182030,,,,,,,,,,,,,,,,,
Markus Rank,Dynamic Models of Human Perception and Action and Their Application in Telepresence.,Technical University Munich,2012,1-147,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20121116-1108264-1-7, https://d-nb.info/1031513876, https://d-nb.info/1034265784",,,,,,,,,,,,,,,,,
Bernhard Andreas Brüning,PAMOCAT: Kombination von qualitativen und quantitativen Methoden zur automatischen Analyse von menschlichen Verhaltensweisen in der Kommunikation basierend auf Bewegungsdaten.,Bielefeld University,2015,,"http://pub.uni-bielefeld.de/publication/2752636, https://nbn-resolving.org/urn:nbn:de:hbz:361-27526368, https://d-nb.info/1072224658",,,,,,,,,,,,,,,,,
Klaus Witulski,Entwicklung einer Expertensystemumgebung zur Verarbeitung sich häufig ändernder Vorschriften: dargestellt an Beispielen aus den Wohnungsbauförderungsbestimmungen des Landes Nordrhein-Westfalen.,"Technical University of Dortmund, Germany",1989,1-330,https://d-nb.info/891574158,Dt. Univ.-Verlag,,,,,,,,,,,,,978-3-8244-2007-0,,,
Janis Nötzel,Quantum communication under channel uncertainty.,Technical University Munich,2012,1-105,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20121031-1100407-1-5, https://d-nb.info/1031512586, https://d-nb.info/1033073113",,,,,,,,,,,,,,,,,
Christos Garidis,Cluster-Konzepte für den optimalen Zugriff auf grosse und datenbankresidente Wissensbasen.,"University of Stuttgart, Germany",1990,,https://d-nb.info/911442472,,,,,,,,,,,,,,,,,
Antonios Karatzoglou,Semantic Trajectories and Predicting Future Semantic Locations.,"Karlsruhe Institute of Technology, Germany",2019,,"https://nbn-resolving.org/urn:nbn:de:101:1-2019041704575495951345, https://d-nb.info/1183795718",,,,,,,,,,,,,,,,,
Andreas Jahn 0002,Benefit from unobtrusive contexts: towards the recognition of short and non-periodic activities.,"University of Kassel, Germany",2018,1-156,"http://www.upress.uni-kassel.de/katalog/abstract.php?978-3-7376-0430-7, https://nbn-resolving.org/urn:nbn:de:0002-404314, https://d-nb.info/115114391X, https://d-nb.info/1151716464",,,,,,,,,,,,,,978-3-7376-0430-7,,,
Hans-Jürgen Walbrück,Entwicklung von branchenspezifischen integrierten Bürokommunikationssystemen - dargestellt am Beispiel der Wirtschaftsverbände.,"University of Cologne, Germany",1986,1-368,https://d-nb.info/860229661,Eul,,,,,,,,,,,,,978-3-89012-044-7,,,
Beate Schaub,Gewährleistung für Standardsoftware.,"Bielefeld University, Germany",1993,1-234,https://d-nb.info/941043215,,,,,,,,,,,,,,,,,
Ulrike Tymister,Schriftspracherwerb funktionaler Analphabeten: Lernprozesse Erwachsener unter Berücksichtigung des Computereinsatzes.,"University of Freiburg, Germany",1994,1-180,https://d-nb.info/931446031,Lang,,,,,,,,,,,,,978-3-631-46613-1,,,
Nico Görnitz,"One-class classification in the presence of point, collective, and contextual anomalies.","Technical University of Berlin, Germany",2019,,"https://nbn-resolving.org/urn:nbn:de:101:1-2019022000573488546238, https://d-nb.info/1178524663",,,,,,,,,,,,,,,,,
Dieter Hofbauer,Termination proofs and derivation lengths in term rewriting systems.,"Technical University of Berlin, Germany",1992,,https://d-nb.info/921117426,,,,,,,,,,,,,,,,,
Maha Salem,Conceptual motorics: generation and evaluation of communicative robot gesture.,Bielefeld University,2012,1-230,"http://pub.uni-bielefeld.de/publication/2519214, https://nbn-resolving.org/urn:nbn:de:hbz:361-25192149, https://d-nb.info/1025376366, https://d-nb.info/1030003920",Logos-Verlag,,,,,,,,,,,,,978-3-8325-3297-0,,,
Norbert Gesing,Computer aided industry: Konzeption und arbeitsstrukturelle Untersuchung administrativer Tätigkeiten ; Fallstudie zum integrierten EDV-Einsatz in einer Unternehmensverwaltung.,"Ruhr University Bochum, Germany",1991,,https://d-nb.info/930721292,,,,,,,,,,,,,,,,,
Helmut Schütze,Ein zeitdiskreter Zweischritt-Adaptionsalgorithmus für Kaskadenregelkreise.,"Technical University of Berlin, Germany",1984,,https://d-nb.info/850255287,,,,,,,,,,,,,,,,,
Florian Arnold,Ein plattformunabhängiger Client mit multikontext-adaptiver Benutzungsschnittstelle für ein heterogenes verteiltes CAx-Komponentensystem auf Basis von CORBA und STEP.,"Kaiserslautern University of Technology, Germany",2001,1-272,https://d-nb.info/962225983,Shaker,,,,,,,,,,,,,978-3-8265-9286-7,,,
Alexey Abramov,Compression of visual data into symbol-like descriptors in terms of a cognitive real-time vision system.,University of Göttingen,2012,,"https://nbn-resolving.org/urn:nbn:de:gbv:7-webdoc-3740-9, https://d-nb.info/1042969558",,,,,,,,,,,,,,,,,
Sören Wittenberg,Statistische Ein-Klassen-Signalbewertung mit akustischen Datenbasen selbstbeschreibender Daten.,Dresden University of Technology,2012,1-99,https://d-nb.info/1029389187,TUDpress,,,,,,,,,,,,,978-3-942710-91-6,,,
Lüder Tecklenburg,"Ein mittelstandstaugliches finanzwirtschaftliches Planungssystem: d. Entwurf e. computergestützten integrierten Systems d. Finanz-, Ergebnis- u. Steuerplanung für grössere mittelständ. Unternehmen.","University of Hamburg, Germany",1985,1-383,https://d-nb.info/850701937,Kovać,,,,,,,,,,,,,978-3-9800762-8-9,,,
Stephan Waack,Raumkomplexität von Wortproblemen endlicher Gruppenpräsentationen.,"Humboldt University of Berlin, Unter den Linden, Germany",1983,,https://d-nb.info/831139234,,,,,,,,,,,,,,,,,
Andreas Lassota,Parallelisierte Algorithmen zur Berechnung viskoplastischer Rotationsschalen nach der Methode der Finiten Elemente und zur Parameteridentifikation viskoplastischer Werkstoffmodelle.,Darmstadt University of Technology,1996,1-121,https://d-nb.info/948860650,,,,,,,,,,,,,,,,,
Oliver Keszöcze,Exact design of digital microfluidic biochips.,"University of Bremen, Germany",2017,1-141,https://d-nb.info/1143548876,,,,,,,,,,,,,,,,,
Ulrich Hedtstück,Über die Argumentkomplexität Boolescher Funktionen.,"University of Stuttgart, Germany",1985,1-79,https://d-nb.info/860091023,,,,,,,,,,,,,,,,,
Ulrich Heid,Zur Strukturierung von einsprachigen und kontrastiven elektronischen Wörterbüchern.,University of Stuttgart,1997,1-255,https://d-nb.info/950556580,Niemeyer,,,,,,,,,,,,,3-484-30977-6,,,
Jochen Overlack,Wettbewerbsvorteile durch Informationstechnologie.,"Hochschule St. Gallen, Switzerland",1988,1-362,https://d-nb.info/871518333,Lang,,,,,,,,,,,,,978-3-8204-1412-7,,,
Nils-Arne Dreier,Hardware-oriented Krylov methods for high-performance computing.,"University of Münster, Germany",2021,,"https://nbn-resolving.org/urn:nbn:de:hbz:6-58009462603, https://d-nb.info/1231359366",,,,,,,,,,,,,,,,,
Sandra Daub,Similarity Simulation: wie man den Code von Globalurteilen knackt.,"University of Zurich, Zürich, Switzerland",2001,1-216,https://d-nb.info/962892238,,,,,,,,,,,,,,,,,
Barbara Tschada,Zur Bedeutung des algorithmischen Könnens für die mathematische Allgemeinbildung.,"Akademie der Pädagogischen Wissenschaften der DDR, Berlin, Germany",1985,,https://d-nb.info/860675394,,,,,,,,,,,,,,,,,
Karsten Scholz,Ansätze für ein Controlling zur Sicherung einer erfolgreichen Standardsoftwareeinführung.,"University of Hamburg, Germany",1995,1-244,https://d-nb.info/942508440,Lang,,,,,,,,,,,,,978-3-631-48345-9,,,
Iris Cseke,"Netzwerke aus Inszenierung und Öffentlichkeit - Protest, Kunst und Theater auf YouTube.","Ludwig Maximilian University of Munich, Germany",2018,1-469,https://d-nb.info/1159658188,epodium,,,,,,,,,,,,,978-3-940388-66-7,,,
Lothar Wins,"Konzept zur computergestützten Erfassung, Bearbeitung und Auswertung von ausgewählten Daten im Berufskrankheitenverfahren: Überlegung zur Steigerung der Effizienz gewerbeärztlichen Handelns.","University of Düsseldorf, Germany",1993,,https://d-nb.info/941672735,,,,,,,,,,,,,,,,,
Henryk Dobrowolski,Hierarchische Bildcodierung mit Quadtrees unter Berücksichtigung der Industrierobotertechnik.,"Dresden University of Technology, Germany",1986,,https://d-nb.info/870273094,,,,,,,,,,,,,,,,,
"Regina Fischer 0001, Marlies Rogalski",Datenbankgestütztes Kosten- und Erlöscontrolling: Konzept und Realisierung einer entscheidungsorienerten Erfolgsrechnung.,"University of Bremen, Germany",1991,1-301,https://d-nb.info/911138447,Gabler,,,,,,,,,,,,,978-3-409-12118-7,,,
Bernd Dürrer,Untersuchungen zum Entwurf von Auditory Displays = Investigations into the design of auditory displays.,"Ruhr University Bochum, Germany",2001,1-125,https://d-nb.info/96225634X,dissertation.de,,,,,,,,,,,,,978-3-89825-323-9,,,
Wolf-Dietrich Ihlenfeld,Computergestützte Syntheseplanung durch Erkennung synthetisch nutzbarer Ähnlichkeit von Molekülen.,"Technical University Munich, Germany",1991,,https://d-nb.info/920420672,,,,,,,,,,,,,,,,,
Peter Gibas,Prozessnahe Informationsübertragung für Mikrorechner-Automatisierungsanlagen unter dem Aspekt der Generierung neuer gerätetechnischer Lösungen.,"Technische Hochschule Leipzig, Germany",1988,,https://d-nb.info/900076186,,,,,,,,,,,,,,,,,
Reinhard Dassler,Anwendungsorientierte Variation von Geometriemodellen für CAD-Systeme.,"Technical University of Berlin, Germany",1985,1-173,https://d-nb.info/850742838,Hanser,,,,,,,,,,,,,978-3-446-14498-9,,,
Oscar Javier Ariza Núñez,Wearable Haptic Technology for 3D Selection and Guidance.,"University of Hamburg, Germany",2020,,"https://ediss.sub.uni-hamburg.de/handle/ediss/8926, https://nbn-resolving.org/urn:nbn:de:gbv:18-ediss-91425, https://d-nb.info/1231436069",,,,,,,,,,,,,,,,,
Wojciech Skut,Partial parsing for corpus annotation and text processing.,"Saarland University, Saarbrücken, Germany",1999,1-144,https://d-nb.info/965399575,,,,,,,,,,,,,,978-3-933218-08-7,,,
Daniel Schwencke,Compositional and effectful recursive specification formats: distributive laws and the semantics of recursion.,University of Braunschweig - Institute of Technology,2014,1-317,https://d-nb.info/1054935963,,,,,,,,,,,,,,,,,
Melanie Diepenbeck,Completing behaviour driven development for testing and verification: bringing agile to hardware development.,"University of Bremen, Germany",2015,1-128,https://d-nb.info/1085675556,,,,,,,,,,,,,,,,,
